public_reference,vehicle_make,vehicle_model,vehicle_body_type,advertiser_advertiser_id,derivative_id,adverts_retail_adverts_total_supplied_price_amount_gbp,imageId,method,median_price
202502098913790,Mercedes-Benz,230 SL,Convertible,null,null,40000,241c318b4773416f8e8e0cb70537e4bf,aa_rare,40000
202301042938995,Koenigsegg,CCX,Convertible,765248,null,2100000,058200b007af45a1991aff32cdd97920,aa_rare,2100000
202502179192817,Mercury,Cougar,Coupe,13709,null,29995,3adfeb28e4054028b5cc4376db09d340,aa_rare,29995
202401145537651,Smart,Crossblade,Convertible,null,null,20075,877d2828a73a418b89178bbbf85edcba,aa_rare,20075
202408082683901,Cadillac,Escalade,Four Wheel Drive,10005133,null,99950,c83fca597d16463c8e1d975081e92a45,aa_rare,22890
202308050469807,Nardini,Flymobile,Saloon,null,null,14995,4b0bdcfb35b54d2282261f8c8ee8dea6,aa_rare,14995
202410255584028,Hummer,H1,SUV,47176,null,99995,2b5a61d5ce3a45ed89f99380f5044991,aa_rare,94897.5
202302094098068,Lexus,LFA,Coupe,711452,null,999900,87990f4358a7421fb4b625b5ffacf56d,aa_rare,999900
202407181897275,Volvo,P1800,null,10008773,null,25450,319266e03a7d4e538e8b6b1ab22891d1,aa_rare,25450
202310042643346,Lamborghini,Reventon,Coupe,765248,null,1650000,d6e3f94caa5c419e8e1d28b4f39ce3d1,aa_rare,1650000
202501077821245,Ferrari,SF90 XX Spider,Convertible,25857,e1b55770681748fbbd894f36e6875bad,2299995,a3d97fc10ad04a3b894c39fbb2680980,aa_rare,2299995
202404058333870,TVR,Sagaris,Coupe,724717,d60d1e70c27a253c0eb376cc89540e47,67995,2a9794d3cd764246b09f62827bb7569d,aa_rare,67995
202502249451957,Ferrari,Scuderia Spider,Convertible,null,null,299950,51e9e32fc0354839822fa3b75892c627,aa_rare,349972.5
202411116183277,McLaren,Speedtail,Coupe,1070016,null,1850000,3ba4e4878958413f8a480e1ca8a5b70d,aa_rare,1850000
202412016897001,Renault,Spider,Convertible,null,8e1a6c4a3dc1c7e20a312c73bbc98988,29995,4140e1beebf6410ca43d42ba12a0641d,aa_rare,29995
202501278447040,Mercedes-Benz,Sprinter,Panel Van,10005133,null,165000,6f8eee7c6b6f4b3d9a79d1cc260ab6bb,aa_rare,14997.5
202404168712127,Fiat,Strada,Hatchback,10002589,null,17995,52c5626042624706ba7a57b4ab381bb3,aa_rare,17995
202212042257594,Aston Martin,V12 Zagato,Coupe,10005296,null,350750,af420b7a5d364f52a1d81ec4cb4bd99f,aa_rare,350750
202412277560636,Subaru,XT,Coupe,null,null,19950,1eadc77c9c9c49aeb248c8162a2195d8,aa_rare,19950
202501178132025,Renault,GTA,Saloon,10027362,null,55000,4ec89e324f44410f9a8b410d8af5a690,aa_rare,55000
202501288482578,Cadillac,Escalade,SUV,null,null,49500,158d7661e4e048048b2cf188764e78a4,aa_rare,22890
202411096132753,Mercedes-Benz,600,Limousine,null,fccace31cdc01adad40501aace3368bb,15975,5bcfb708ccfa44cf917f511a0153e9c9,aa_rare,15975
202502078871865,Fisker,Ocean,SUV,10509,270eb09e8ed84ad38b47f32d811c5266,16980,a70f5b4ad63b47e4baba24069528335a,shared_fpa,21485
202404249021334,Alvis,ABH386C,All Terrain,10003215,null,45000,f3b854773612443290a9fb97b028cf13,shared_fpa,45000
202411015840145,Bugatti,Chiron,Coupe,745504,null,3500000,fed1f5f180bf4fad838338c7fd6a13df,shared_fpa,2995995
202502098920471,Nissan,Silvia,Coupe,null,null,29995,f57c987a04f44bb88d237d388dba8579,shared_fpa,29995
202501268420515,Ford,F350,null,9812,null,29990,3ec02fc1ca9d424d873cf66915c4c6db,shared_fpa,29990
202408193050162,Maserati,MC12,Convertible,309178,c78957145ff10751f0019254f1c6fe38,4250000,761a0e85e7c04c98a525f3adf35fdcb5,shared_fpa,4250000
202412177355781,ALFA ROMEO,156,Saloon,10037448,7a42c6767817a197b12f512947156a47,10995,7966d64193e84883b76704b3dfb540ef,shared_fpa,9122.5
202502108939017,BMW,ISETTA,Saloon,10014706,null,14495,71ef0fdf4478443da5ae118460063044,shared_fpa,14495
202502149112658,Corvette,Stingray,Coupe,null,null,15000,155b1d7dea694e4bb32b61b9faa2e7fa,shared_fpa,27500
202409103862535,Dodge,Viper,Convertible,10016692,null,47950,0612547b40c54e96b46cda14af8dc322,shared_fpa,47950
202412307610499,INFINITI,Q60,Coupe,10041467,7fd3255087634ec293cb463a819e6bfe,17995,3e5f46d754a543e8a08845f0f5e721d7,shared_fpa,15340
202208098606800,Lada,Niva,SUV,26293,7d25f93b2dee1d6003a0d1e2320a7e12,21850,7da0d8a5a6ad4fa3aa030630f81615c8,shared_fpa,21850
202409023559074,Datsun,Sunny,Saloon,null,null,20000,f6fa0a3709f249b0866e08269583bda0,shared_fpa,14997.5
202410315788867,Bugatti,Chiron,Coupe,745504,null,2450000,614d615495894298ba0c934f2f598b9e,shared_fpa,2995995
202501137979976,Honda,S660,Convertible,10007265,null,19980,8253749363c54c27bdfa3f2c41e181fa,shared_fpa,17997.5
202411276783694,Volkswagen,XL1,null,5015,null,72240,6d115c513df843bf851fdc02877d36b8,shared_fpa,72240
202502068827535,Corvette,ZR1,Coupe,10042028,null,64950,96c7498a937b4638826cf157aee052e6,shared_fpa,64950
202406221014257,Lexus,IS F,Saloon,685182,0af400e740664d05bf699b3550023c05,15995,465aa8c4f57f4f7190bb450cf51cc4f6,shared_fpa,15747
202412207431374,Ferrari,ENZO,Coupe,6651,null,3700000,4268c883fc2a4989857cc8c71e91f325,shared_fpa,3700000
202411146293288,AC,Ace,Convertible,17270,null,224950,55c34faeccbc43928f8ac5b498e4b5ad,very_rare_expensive,224950
202501037707654,AC,Cobra 378,Convertible,17270,null,224950,9d8516d396b14606a5b6b58746856bd3,very_rare_expensive,129990
202503039709860,AC,Dax Cobra,Convertible,null,null,79500,685d4e599c4347d49f157136324e7f3b,very_rare_expensive,67250
202310052677057,AK,COBRA,ROADSTER,102424,null,57900,cbd8c43468354d9f842dcc80d57800f6,very_rare_expensive,53750
202406261155730,Alvis,Ellis Tourer,Saloon,null,null,139950,e5ae8ee304894d14a3ee2efb6b003a15,very_rare_expensive,139950
202411015841175,Ariel,Atom,null,10042978,null,84995,b9b036d5147b42469ebaee62b20745a0,very_rare_expensive,47475
202502048732999,Ariel,Atom 4,null,10034486,null,104995,f79857abc2e843648f17bbde8657ab9f,very_rare_expensive,64992.5
202303175360469,Ariel,Nomad,null,10031780,null,53950,db01d2d1f4d144d187e1ee7a4633d5c5,very_rare_expensive,46725
202407161821717,BAC,Mono,null,10024515,null,139995,57f641a8623b4a80ac7f871103b10684,very_rare_expensive,139995
202407242099498,Bugatti,Veyron,Coupe,10030983,null,2700000,dfecec986c6d4e09801dbd6cd895fdb2,very_rare_expensive,2200000
202410094995783,Corvette,Z06,Coupe,null,null,59990,1ac2e80aaea54342aff544b02336a16b,very_rare_expensive,59990
202503049738686,Daewoo,Lanos,Saloon,null,12f67cef1a631e2aa5efd5853d0a23ba,299999,ce69175752144514ab08d879379c2179,very_rare_expensive,299999
202308221086530,Dax,Tojeiro,Convertible,null,null,54000,4e841b0fd5bc44938d04548418e5bd2f,very_rare_expensive,37372.5
202308291301834,Ferrari,275,Coupe,20954,null,3500000,93f26e5ed2694f89ae9b42c980191271,very_rare_expensive,3500000
202502209311266,Ferrari,812 Competizione,Convertible,null,3d964e7efbe54df9809015ece4a57a5c,1475000,217a5bd8bd284edba38d7a26b727f546,very_rare_expensive,1199747.5
202502199275658,Ferrari,F12 tdf,Coupe,10030983,2676f2f6d19d496eb2ccb372276ee5c3,899995,730b8f947b424334963f49a46f28cd73,very_rare_expensive,795000
202403087367966,FORD,GT,Coupe,638935,null,949999,ea8d01028d044d839af147193910fdd2,very_rare_expensive,585000
202409133981091,GMC,Sierra,Pickup,10042444,null,73995,86959726815c4f3a9c5989cf1ca72b8b,very_rare_expensive,70995
202412057039367,ISO,Rivolta,null,10031914,null,120000,b360ea49cfbc4c55ad08402615a5af3f,very_rare_expensive,120000
202501067771132,Jaguar,E-Type,Convertible,15958,null,999950,e41a01e971b34c4ebf1c1d020beba916,very_rare_expensive,79999
202308050479268,JENSEN,INTERCEPTOR,Coupe,152819,null,78129,7cfa6f8e21e648648a8570ac898fb51f,very_rare_expensive,66309.5
202409264492853,Lamborghini,Countach,Coupe,10023544,f8ed12744e87777fe66e738573c08e23,895000,fc213932a3794521b25c7197f6b57227,very_rare_expensive,799990
202403227844799,LAMBORGHINI,Miura S,Coupe,17270,null,1999950,9912613fec63445ba76ddb74cc728e69,very_rare_expensive,1999950
202501097881069,Lancia,Delta,Hatchback,10039335,null,99995,0e19711279d4472480358a9af88c7b98,very_rare_expensive,78888
202306138452342,Levc,TX,TAXI,10005133,298aa8ac03934ab1809d0d3fe842982f,120000,c93dd1b07c614a30bd4b8e739332c531,very_rare_expensive,42125
202502169165194,Lincoln,Navigator,SUV,466842,null,69995,5dfd8fd53ff4476db01403ddd1dfda6c,very_rare_expensive,59972.5
202312225004247,Lister,Knobbly Continuation,null,1070016,null,299500,90d49b02161b44998ab5e5e9cdf436f1,very_rare_expensive,299500
202410014702630,Lister,Knobbly Road,null,10042449,null,369000,e08de88e82974fa887f02c52c138258e,very_rare_expensive,369000
202306289048065,MAYBACH,57,LIMOUSINE,14300,3fe849415774b3147001b00bffed1c45,99990,1f0da66195474bc59f6ca0f72c46d31e,very_rare_expensive,55000
202502149112631,MAYBACH,62,LIMOUSINE,14300,3244d5420e9073a4c1c2c6151f8978f8,149990,54c82f5a5a8346f4aa2fe3848acd96e8,very_rare_expensive,124990
202410215424562,McLaren,P1,Coupe,10030983,5fb6b5bae8214dce9cd332da3f4064d8,1800000,8ffd5bf97ecc41f8a732cf413a30b713,very_rare_expensive,1750000
202411045912972,McLaren,Senna,null,10031650,null,1140000,f284cc565c174c5faa656471c5dba29f,very_rare_expensive,834992.5
202312114716512,Mercedes-Benz,300,Convertible,19210,null,1495000,f731ceb8b4dc4d2eb28d1cf1c9783ac8,very_rare_expensive,9495
202501097878407,Mercedes-Benz,AMG ONE,Coupe,19210,null,3000000,eefa8c1aa5944be692ecad6a9ebd3397,very_rare_expensive,2900000
202407041426543,Noble,M600,Coupe,711452,null,219900,8430184c8e514371af95b65b10443818,very_rare_expensive,219900
202412026925193,PLYMOUTH,ROADRUNNER,Saloon,61242,null,57995,4800f37be43945aeb418bd712264997c,very_rare_expensive,57995
202501097865610,Porsche,911,Convertible,10024515,e774ddc5052c0a8a04290cf7c06bece4,1149995,b5262de2a71b4be8af85a8630f0c76e2,very_rare_expensive,79995
202410185344798,Porsche,918,Convertible,309178,null,1295000,8db01904bec843af93f9b5accd103534,very_rare_expensive,1225000
202003098203101,Radical,Rapture,Sports,10024317,null,89950,834ed74ccaf248369bff7a7c3b65ce0d,very_rare_expensive,89950
202310052681637,RCR,GT40,null,10027812,null,114990,3331ae869dd2470fb9b16c5c9407169d,very_rare_expensive,114990
202308120704150,Shelby,Cobra,Convertible,10005133,null,195000,e537db2059f047c6b3685c7b7eb1a4a2,very_rare_expensive,195000
202501228288947,Spyker,C8 Spyder,Convertible,445,null,285000,d387c5045b4e40db91ef005977d48c0a,very_rare_expensive,285000
202503039700489,Toyota,Yaris,Hatchback,10027357,85e56859715746eba87709f6eaafce8a,999999,7188f55ad65a4bbc971a9a9be9b86d80,very_rare_expensive,12197
202406170838083,Ultima,GTR,Coupe,null,null,78000,4b9dbebc2eec4b4e9782f8d0c90b6f60,very_rare_expensive,76997.5
202411296838424,Ultima,RS,Coupe,null,null,159950,c1c1e3359d764487a94d6956bce8b979,very_rare_expensive,159950
202411116168174,Skywell,BE11,SUV,10043022,fab05e93710e4589a0d0193a6e2baf5e,39995,5427db7a643e4b4f8a03b323ffca9e2b,1st_FPA_Client,38495
202502078876921,Micro,Microlino,Coupe,10005563,e37bc97bb7c14107b739c906ef4b019b,22925,e2cf1f4017a64138ac34b812ee4921c9,1st_FPA_Client,21170
202411136249867,Bugatti,Chiron,Coupe,10030983,null,2995995,01164902237243f6a1a2c00db79b82da,1st_FPA_Client,2995995
202501137991380,Rolls-Royce,CULLINAN,SUV,602105,2ad0642e511147af8b4f2f66ec821c60,464950,090694b361154cdab1585ed2be885aa2,1st_FPA_Client,483497.5
202410245541873,McLaren,765LT,Coupe,618902,44e386617c7046619bab2dbb836e93bf,269990,49590ad62dab4d3a8b529d9635020c58,1st_FPA_Client,339950
202502149122228,FISKER,OCEAN,SUV,152819,881908aa890344709186b417007d9cdf,19964,f82ab38f7907436e8a9bff994652ae3d,1st_FPA_Client,21485
202502028660591,Bugatti,Veyron,Convertible,10005193,null,2200000,de8322bf6a5b4a4886ef423e8cd945fa,1st_FPA_Client,2200000
202411226627639,McLaren,765LT,Convertible,309178,91c5e2da1a7c48e1aef4d3fd5e6ace7c,339950,cb810432ef6644d084217b6e5375e595,1st_FPA_Client,339950
202410255599430,Mercedes-Benz,AMG ONE,Coupe,10030983,null,2800000,fe6f7420058e497fa929565f5c8a3f4b,1st_FPA_Client,2900000
202502048733019,Ferrari,812 Competizione,Coupe,765248,48c662f6171a4c9d9436c41b8d353554,1375000,110017e6361e405f9f01a17c2aa0f4e0,1st_FPA_Client,1199747.5
202412227487705,Aston Martin,DB5,Coupe,1083534,null,595000,8c25b38c472940db8b8051f7246f911b,1st_FPA_Client,595000
202502058769419,McLaren,765LT,Coupe,711452,44e386617c7046619bab2dbb836e93bf,289900,8bb526a1014f4b37ac1408054438ad85,1st_FPA_Client,339950
202502038684053,Fisker,Ocean,SUV,null,881908aa890344709186b417007d9cdf,27495,2fa6288b2f1543d686ce712bf46c433f,1st_FPA_Client,21485
202501228281358,Mercedes-Benz,Gls,Estate,10005405,3cfec805a24b4d0ebc20fcd652d53f19,184999,ae3204b5e3f84742863b4e4d6a662b4e,1st_FPA_Client,177495
202502209295607,Audi,RS6,Avant,10019123,null,199995,4f4ccfe038604883a15e6719d3d3b2ad,1st_FPA_Client,19500
202501288502137,Fisker,Ocean,SUV,10023923,881908aa890344709186b417007d9cdf,25989,cb736341846643ce9a13e45f20b6280e,1st_FPA_Client,21485
202410285683139,BUGATTI,VEYRON,Coupe,10008594,null,1495000,6410bef82aa34333a00881a11f42240d,1st_FPA_Client,2200000
202502038711668,FISKER,OCEAN,SUV,152819,9b27324dc70e42a48bf769f6b9da2471,21164,c79ab8bff5de4ba0a3c77005ff5a5fc2,1st_FPA_Client,21485
